Year,Age at time of death,Sex,Leading causes of death,Value
2019,55 to 64 years,Females,Cerebrovascular diseases,13.6
2019,55 to 64 years,Females,Influenza and pneumonia,7.2
2019,55 to 64 years,Females,Chronic lower respiratory diseases,18.8
2019,55 to 64 years,Females,Chronic liver disease and cirrhosis,12.7
2019,55 to 64 years,Females,Accidents (unintentional injuries),17.2
2019,55 to 64 years,Females,Intentional self-harm (suicide),8.1
2019,65 to 74 years,Both sexes,Malignant neoplasms,578.7
2019,65 to 74 years,Both sexes,Diabetes mellitus,41.4
2019,65 to 74 years,Both sexes,Alzheimer's disease,9.1
2019,65 to 74 years,Both sexes,Diseases of heart,234.5
2019,65 to 74 years,Both sexes,Cerebrovascular diseases,51.4
2019,65 to 74 years,Both sexes,Influenza and pneumonia,21.5
2019,65 to 74 years,Both sexes,Chronic lower respiratory diseases,75.2
2019,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,28.7
2019,65 to 74 years,Both sexes,Accidents (unintentional injuries),38.8
2019,65 to 74 years,Both sexes,Intentional self-harm (suicide),11.6
2019,65 to 74 years,Males,Malignant neoplasms,674.0
2019,65 to 74 years,Males,Diabetes mellitus,53.5
2019,65 to 74 years,Males,Alzheimer's disease,8.1
2019,65 to 74 years,Males,Diseases of heart,327.9
2019,65 to 74 years,Males,Cerebrovascular diseases,59.9
2019,65 to 74 years,Males,Influenza and pneumonia,25.8
2019,65 to 74 years,Males,Chronic lower respiratory diseases,83.5
2019,65 to 74 years,Males,Chronic liver disease and cirrhosis,39.8
2019,65 to 74 years,Males,Accidents (unintentional injuries),50.8
2019,65 to 74 years,Males,Intentional self-harm (suicide),18.8
2019,65 to 74 years,Females,Malignant neoplasms,489.6
2019,65 to 74 years,Females,Diabetes mellitus,30.1
2019,65 to 74 years,Females,Alzheimer's disease,10.0
2019,65 to 74 years,Females,Diseases of heart,147.4
2019,65 to 74 years,Females,Cerebrovascular diseases,43.4
2019,65 to 74 years,Females,Influenza and pneumonia,17.5
2019,65 to 74 years,Females,Chronic lower respiratory diseases,67.4
2019,65 to 74 years,Females,Chronic liver disease and cirrhosis,18.3
2019,65 to 74 years,Females,Accidents (unintentional injuries),27.7
2019,65 to 74 years,Females,Intentional self-harm (suicide),4.9
2019,75 to 84 years,Both sexes,Malignant neoplasms,1181.6
2019,75 to 84 years,Both sexes,Diabetes mellitus,97.3
2019,75 to 84 years,Both sexes,Alzheimer's disease,81.2
2019,75 to 84 years,Both sexes,Diseases of heart,671.2
2019,75 to 84 years,Both sexes,Cerebrovascular diseases,187.2
2019,75 to 84 years,Both sexes,Influenza and pneumonia,78.1
2019,75 to 84 years,Both sexes,Chronic lower respiratory diseases,221.7
2019,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,32.9
2019,75 to 84 years,Both sexes,Accidents (unintentional injuries),116.9
2019,75 to 84 years,Both sexes,Intentional self-harm (suicide),10.4
2019,75 to 84 years,Males,Malignant neoplasms,1429.7
2019,75 to 84 years,Males,Diabetes mellitus,122.8
2019,75 to 84 years,Males,Alzheimer's disease,71.3
2019,75 to 84 years,Males,Diseases of heart,865.0
2019,75 to 84 years,Males,Cerebrovascular diseases,208.4
2019,75 to 84 years,Males,Influenza and pneumonia,92.7
2019,75 to 84 years,Males,Chronic lower respiratory diseases,240.8
2019,75 to 84 years,Males,Chronic liver disease and cirrhosis,45.4
2019,75 to 84 years,Males,Accidents (unintentional injuries),140.7
2019,75 to 84 years,Males,Intentional self-harm (suicide),18.0
2019,75 to 84 years,Females,Malignant neoplasms,974.0
2019,75 to 84 years,Females,Diabetes mellitus,76.0
2019,75 to 84 years,Females,Alzheimer's disease,89.5
2019,75 to 84 years,Females,Diseases of heart,508.9
2019,75 to 84 years,Females,Cerebrovascular diseases,169.4
2019,75 to 84 years,Females,Influenza and pneumonia,65.9
2019,75 to 84 years,Females,Chronic lower respiratory diseases,205.6
2019,75 to 84 years,Females,Chronic liver disease and cirrhosis,22.4
2019,75 to 84 years,Females,Accidents (unintentional injuries),97.0
2019,75 to 84 years,Females,Intentional self-harm (suicide),4.0
2019,85 and over,Both sexes,Malignant neoplasms,2090.2
2019,85 and over,Both sexes,Diabetes mellitus,259.3
2019,85 and over,Both sexes,Alzheimer's disease,505.6
2019,85 and over,Both sexes,Diseases of heart,2910.9
2019,85 and over,Both sexes,Cerebrovascular diseases,821.0
2019,85 and over,Both sexes,Influenza and pneumonia,463.6
2019,85 and over,Both sexes,Chronic lower respiratory diseases,540.0
2019,85 and over,Both sexes,Chronic liver disease and cirrhosis,28.7
2019,85 and over,Both sexes,Accidents (unintentional injuries),593.1
2019,85 and over,Both sexes,Intentional self-harm (suicide),11.7
2019,85 and over,Males,Malignant neoplasms,2886.8
2019,85 and over,Males,Diabetes mellitus,320.3
2019,85 and over,Males,Alzheimer's disease,400.1
2019,85 and over,Males,Diseases of heart,3266.4
2019,85 and over,Males,Cerebrovascular diseases,768.6
2019,85 and over,Males,Influenza and pneumonia,521.1
2019,85 and over,Males,Chronic lower respiratory diseases,684.8
2019,85 and over,Males,Chronic liver disease and cirrhosis,39.6
2019,85 and over,Males,Accidents (unintentional injuries),640.2
2019,85 and over,Males,Intentional self-harm (suicide),28.2
2019,85 and over,Females,Malignant neoplasms,1641.2
2019,85 and over,Females,Diabetes mellitus,224.9
2019,85 and over,Females,Alzheimer's disease,565.0
2019,85 and over,Females,Diseases of heart,2710.5
2019,85 and over,Females,Cerebrovascular diseases,850.5
2019,85 and over,Females,Influenza and pneumonia,431.2
2019,85 and over,Females,Chronic lower respiratory diseases,458.4
2019,85 and over,Females,Chronic liver disease and cirrhosis,22.5
2019,85 and over,Females,Accidents (unintentional injuries),566.5
2019,85 and over,Females,Intentional self-harm (suicide),2.5
2020,All ages,Both sexes,Malignant neoplasms,214.0
2020,All ages,Both sexes,Diabetes mellitus,20.2
2020,All ages,Both sexes,Alzheimer's disease,15.2
2020,All ages,Both sexes,Diseases of heart,143.7
2020,All ages,Both sexes,Cerebrovascular diseases,36.3
2020,All ages,Both sexes,Influenza and pneumonia,15.9
2020,All ages,Both sexes,Chronic lower respiratory diseases,31.3
2020,All ages,Both sexes,Chronic liver disease and cirrhosis,11.1
2020,All ages,Both sexes,Accidents (unintentional injuries),48.7
2020,All ages,Both sexes,Intentional self-harm (suicide),11.3
2020,All ages,Males,Malignant neoplasms,227.6
2020,All ages,Males,Diabetes mellitus,22.8
2020,All ages,Males,Alzheimer's disease,10.2
2020,All ages,Males,Diseases of heart,158.4
2020,All ages,Males,Cerebrovascular diseases,32.3
2020,All ages,Males,Influenza and pneumonia,15.9
2020,All ages,Males,Chronic lower respiratory diseases,31.9
2020,All ages,Males,Chronic liver disease and cirrhosis,14.3
2020,All ages,Males,Accidents (unintentional injuries),60.5
2020,All ages,Males,Intentional self-harm (suicide),16.9
2020,All ages,Females,Malignant neoplasms,200.5
2020,All ages,Females,Diabetes mellitus,17.6
2020,All ages,Females,Alzheimer's disease,20.2
2020,All ages,Females,Diseases of heart,129.2
2020,All ages,Females,Cerebrovascular diseases,40.2
2020,All ages,Females,Influenza and pneumonia,15.9
2020,All ages,Females,Chronic lower respiratory diseases,30.7
2020,All ages,Females,Chronic liver disease and cirrhosis,7.9
2020,All ages,Females,Accidents (unintentional injuries),37.0
2020,All ages,Females,Intentional self-harm (suicide),5.7
2020,1 to 14 years,Both sexes,Malignant neoplasms,2.0
2020,1 to 14 years,Both sexes,Diabetes mellitus,0.3
2020,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2020,1 to 14 years,Both sexes,Diseases of heart,0.2
2020,1 to 14 years,Both sexes,Cerebrovascular diseases,0.2
2020,1 to 14 years,Both sexes,Influenza and pneumonia,0.3
2020,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2020,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
2020,1 to 14 years,Both sexes,Accidents (unintentional injuries),2.7
2020,1 to 14 years,Both sexes,Intentional self-harm (suicide),0.9
2020,1 to 14 years,Males,Malignant neoplasms,2.0
2020,1 to 14 years,Males,Diabetes mellitus,0.1
2020,1 to 14 years,Males,Alzheimer's disease,0.0
2020,1 to 14 years,Males,Diseases of heart,0.3
2020,1 to 14 years,Males,Cerebrovascular diseases,0.2
2020,1 to 14 years,Males,Influenza and pneumonia,0.2
2020,1 to 14 years,Males,Chronic lower respiratory diseases,0.2
2020,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.0
2020,1 to 14 years,Males,Accidents (unintentional injuries),3.5
2020,1 to 14 years,Males,Intentional self-harm (suicide),0.9
2020,1 to 14 years,Females,Malignant neoplasms,2.0
2020,1 to 14 years,Females,Diabetes mellitus,0.5
2020,1 to 14 years,Females,Alzheimer's disease,0.0
2020,1 to 14 years,Females,Diseases of heart,0.3
2020,1 to 14 years,Females,Cerebrovascular diseases,0.2
2020,1 to 14 years,Females,Influenza and pneumonia,0.4
2020,1 to 14 years,Females,Chronic lower respiratory diseases,0.1
2020,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2020,1 to 14 years,Females,Accidents (unintentional injuries),1.9
2020,1 to 14 years,Females,Intentional self-harm (suicide),2.0
2020,15 to 24,Both sexes,Malignant neoplasms,2.9
2020,15 to 24,Both sexes,Diabetes mellitus,0.4
2020,15 to 24,Both sexes,Alzheimer's disease,0.0
2020,15 to 24,Both sexes,Diseases of heart,1.0
2020,15 to 24,Both sexes,Cerebrovascular diseases,0.3
2020,15 to 24,Both sexes,Influenza and pneumonia,0.3
2020,15 to 24,Both sexes,Chronic lower respiratory diseases,0.2
2020,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.2
2020,15 to 24,Both sexes,Accidents (unintentional injuries),20.8
2020,15 to 24,Both sexes,Intentional self-harm (suicide),11.3
2020,15 to 24,Males,Malignant neoplasms,3.5
2020,15 to 24,Males,Diabetes mellitus,0.4
2020,15 to 24,Males,Alzheimer's disease,0.0
2020,15 to 24,Males,Diseases of heart,1.3
2020,15 to 24,Males,Cerebrovascular diseases,0.3
2020,15 to 24,Males,Influenza and pneumonia,0.4
2020,15 to 24,Males,Chronic lower respiratory diseases,0.3
2020,15 to 24,Males,Chronic liver disease and cirrhosis,0.1
2020,15 to 24,Males,Accidents (unintentional injuries),28.5
2020,15 to 24,Males,Intentional self-harm (suicide),15.0
2020,15 to 24,Females,Malignant neoplasms,2.4
2020,15 to 24,Females,Diabetes mellitus,0.3
2020,15 to 24,Females,Alzheimer's disease,0.0
2020,15 to 24,Females,Diseases of heart,0.7
2020,15 to 24,Females,Cerebrovascular diseases,0.4
2020,15 to 24,Females,Influenza and pneumonia,0.2
2020,15 to 24,Females,Chronic lower respiratory diseases,0.3
2020,15 to 24,Females,Chronic liver disease and cirrhosis,0.3
2020,15 to 24,Females,Accidents (unintentional injuries),12.5
2020,15 to 24,Females,Intentional self-harm (suicide),7.4
2020,25 to 34 years,Both sexes,Malignant neoplasms,6.1
2020,25 to 34 years,Both sexes,Diabetes mellitus,1.3
2020,25 to 34 years,Both sexes,Alzheimer's disease,0.0
2020,25 to 34 years,Both sexes,Diseases of heart,3.3
2020,25 to 34 years,Both sexes,Cerebrovascular diseases,0.7
2020,25 to 34 years,Both sexes,Influenza and pneumonia,0.7
2020,25 to 34 years,Both sexes,Chronic lower respiratory diseases,0.2
2020,25 to 34 years,Both sexes,Chronic liver disease and cirrhosis,1.6
2020,25 to 34 years,Both sexes,Accidents (unintentional injuries),39.7
2020,25 to 34 years,Both sexes,Intentional self-harm (suicide),14.2
2020,25 to 34 years,Males,Malignant neoplasms,5.8
2020,25 to 34 years,Males,Diabetes mellitus,1.2
2020,25 to 34 years,Males,Alzheimer's disease,0.0
2020,25 to 34 years,Males,Diseases of heart,4.1
2020,25 to 34 years,Males,Cerebrovascular diseases,0.8
2020,25 to 34 years,Males,Influenza and pneumonia,0.9
2020,25 to 34 years,Males,Chronic lower respiratory diseases,0.3
2020,25 to 34 years,Males,Chronic liver disease and cirrhosis,2.1
2020,25 to 34 years,Males,Accidents (unintentional injuries),58.8
2020,25 to 34 years,Males,Intentional self-harm (suicide),20.5
2020,25 to 34 years,Females,Malignant neoplasms,6.4
2020,25 to 34 years,Females,Diabetes mellitus,1.4
2020,25 to 34 years,Females,Alzheimer's disease,0.0
2020,25 to 34 years,Females,Diseases of heart,2.5
2020,25 to 34 years,Females,Cerebrovascular diseases,0.7
2020,25 to 34 years,Females,Influenza and pneumonia,0.4
2020,25 to 34 years,Females,Chronic lower respiratory diseases,0.2
2020,25 to 34 years,Females,Chronic liver disease and cirrhosis,1.1
2020,25 to 34 years,Females,Accidents (unintentional injuries),19.7
2020,25 to 34 years,Females,Intentional self-harm (suicide),7.6
2020,35 to 44 years,Both sexes,Malignant neoplasms,22.2
2020,35 to 44 years,Both sexes,Diabetes mellitus,2.7
2020,35 to 44 years,Both sexes,Alzheimer's disease,0.1
2020,35 to 44 years,Both sexes,Diseases of heart,10.1
2020,35 to 44 years,Both sexes,Cerebrovascular diseases,2.0
2020,35 to 44 years,Both sexes,Influenza and pneumonia,1.4
2020,35 to 44 years,Both sexes,Chronic lower respiratory diseases,0.6
2020,35 to 44 years,Both sexes,Chronic liver disease and cirrhosis,5.5
2020,35 to 44 years,Both sexes,Accidents (unintentional injuries),41.6
2020,35 to 44 years,Both sexes,Intentional self-harm (suicide),14.2
2020,35 to 44 years,Males,Malignant neoplasms,18.8
2020,35 to 44 years,Males,Diabetes mellitus,3.7
2020,35 to 44 years,Males,Alzheimer's disease,0.1
2020,35 to 44 years,Males,Diseases of heart,15.1
2020,35 to 44 years,Males,Cerebrovascular diseases,1.6
2020,35 to 44 years,Males,Influenza and pneumonia,1.8
2020,35 to 44 years,Males,Chronic lower respiratory diseases,0.7
2020,35 to 44 years,Males,Chronic liver disease and cirrhosis,6.0
2020,35 to 44 years,Males,Accidents (unintentional injuries),63.4
2020,35 to 44 years,Males,Intentional self-harm (suicide),21.4
2020,35 to 44 years,Females,Malignant neoplasms,25.5
2020,35 to 44 years,Females,Diabetes mellitus,1.8
2020,35 to 44 years,Females,Alzheimer's disease,0.1
2020,35 to 44 years,Females,Diseases of heart,5.1
2020,35 to 44 years,Females,Cerebrovascular diseases,2.4
2020,35 to 44 years,Females,Influenza and pneumonia,1.0
2020,35 to 44 years,Females,Chronic lower respiratory diseases,0.5
2020,35 to 44 years,Females,Chronic liver disease and cirrhosis,5.0
2020,35 to 44 years,Females,Accidents (unintentional injuries),19.7
2020,35 to 44 years,Females,Intentional self-harm (suicide),7.0
2020,45 to 54 years,Both sexes,Malignant neoplasms,71.9
2020,45 to 54 years,Both sexes,Diabetes mellitus,6.9
2020,45 to 54 years,Both sexes,Alzheimer's disease,0.1
2020,45 to 54 years,Both sexes,Diseases of heart,36.6
2020,45 to 54 years,Both sexes,Cerebrovascular diseases,6.7
2020,45 to 54 years,Both sexes,Influenza and pneumonia,3.3
2020,45 to 54 years,Both sexes,Chronic lower respiratory diseases,2.9
2020,45 to 54 years,Both sexes,Chronic liver disease and cirrhosis,13.1
2020,45 to 54 years,Both sexes,Accidents (unintentional injuries),41.1
2020,45 to 54 years,Both sexes,Intentional self-harm (suicide),14.9
2020,45 to 54 years,Males,Malignant neoplasms,66.0
2020,45 to 54 years,Males,Diabetes mellitus,9.6
2020,45 to 54 years,Males,Alzheimer's disease,0.3
2020,45 to 54 years,Males,Diseases of heart,54.6
2020,45 to 54 years,Males,Cerebrovascular diseases,7.5
2020,45 to 54 years,Males,Influenza and pneumonia,4.1
2020,45 to 54 years,Males,Chronic lower respiratory diseases,3.5
2020,45 to 54 years,Males,Chronic liver disease and cirrhosis,17.5
2020,45 to 54 years,Males,Accidents (unintentional injuries),63.5
2020,45 to 54 years,Males,Intentional self-harm (suicide),22.1
2020,45 to 54 years,Females,Malignant neoplasms,77.8
2020,45 to 54 years,Females,Diabetes mellitus,4.3
2020,45 to 54 years,Females,Alzheimer's disease,0.1
2020,45 to 54 years,Females,Diseases of heart,19.0
2020,45 to 54 years,Females,Cerebrovascular diseases,5.9
2020,45 to 54 years,Females,Influenza and pneumonia,2.4
2020,45 to 54 years,Females,Chronic lower respiratory diseases,2.4
2020,45 to 54 years,Females,Chronic liver disease and cirrhosis,8.8
2020,45 to 54 years,Females,Accidents (unintentional injuries),19.1
2020,45 to 54 years,Females,Intentional self-harm (suicide),7.9
2020,55 to 64 years,Both sexes,Malignant neoplasms,239.5
2020,55 to 64 years,Both sexes,Diabetes mellitus,18.2
2020,55 to 64 years,Both sexes,Alzheimer's disease,1.1
2020,55 to 64 years,Both sexes,Diseases of heart,103.4
2020,55 to 64 years,Both sexes,Cerebrovascular diseases,17.2
2020,55 to 64 years,Both sexes,Influenza and pneumonia,6.7
2020,55 to 64 years,Both sexes,Chronic lower respiratory diseases,19.3
2020,55 to 64 years,Both sexes,Chronic liver disease and cirrhosis,21.8
2020,55 to 64 years,Both sexes,Accidents (unintentional injuries),39.3
2020,55 to 64 years,Both sexes,Intentional self-harm (suicide),15.0
2020,55 to 64 years,Males,Malignant neoplasms,249.1
2020,55 to 64 years,Males,Diabetes mellitus,24.1
2020,55 to 64 years,Males,Alzheimer's disease,0.9
2020,55 to 64 years,Males,Diseases of heart,156.2
2020,55 to 64 years,Males,Cerebrovascular diseases,20.3
2020,55 to 64 years,Males,Influenza and pneumonia,8.1
2020,55 to 64 years,Males,Chronic lower respiratory diseases,22.0
2020,55 to 64 years,Males,Chronic liver disease and cirrhosis,28.7
2020,55 to 64 years,Males,Accidents (unintentional injuries),60.8
2020,55 to 64 years,Males,Intentional self-harm (suicide),23.7
2020,55 to 64 years,Females,Malignant neoplasms,230.1
2020,55 to 64 years,Females,Diabetes mellitus,12.5
2020,55 to 64 years,Females,Alzheimer's disease,1.3
2020,55 to 64 years,Females,Diseases of heart,51.5
2020,55 to 64 years,Females,Cerebrovascular diseases,14.2
2020,55 to 64 years,Females,Influenza and pneumonia,5.4
2020,55 to 64 years,Females,Chronic lower respiratory diseases,16.5
2020,55 to 64 years,Females,Chronic liver disease and cirrhosis,15.0
2020,55 to 64 years,Females,Accidents (unintentional injuries),18.1
2020,55 to 64 years,Females,Intentional self-harm (suicide),6.5
2020,65 to 74 years,Both sexes,Malignant neoplasms,567.9
2020,65 to 74 years,Both sexes,Diabetes mellitus,41.5
2020,65 to 74 years,Both sexes,Alzheimer's disease,9.1
2020,65 to 74 years,Both sexes,Diseases of heart,237.8
2020,65 to 74 years,Both sexes,Cerebrovascular diseases,50.5
2020,65 to 74 years,Both sexes,Influenza and pneumonia,19.1
2020,65 to 74 years,Both sexes,Chronic lower respiratory diseases,70.1
2020,65 to 74 years,Both sexes,Chronic liver disease and cirrhosis,29.5
2020,65 to 74 years,Both sexes,Accidents (unintentional injuries),40.2
2020,65 to 74 years,Both sexes,Intentional self-harm (suicide),10.4
2020,65 to 74 years,Males,Malignant neoplasms,654.6
2020,65 to 74 years,Males,Diabetes mellitus,55.3
2020,65 to 74 years,Males,Alzheimer's disease,9.0
2020,65 to 74 years,Males,Diseases of heart,334.1
2020,65 to 74 years,Males,Cerebrovascular diseases,59.5
2020,65 to 74 years,Males,Influenza and pneumonia,23.8
2020,65 to 74 years,Males,Chronic lower respiratory diseases,78.7
2020,65 to 74 years,Males,Chronic liver disease and cirrhosis,42.3
2020,65 to 74 years,Males,Accidents (unintentional injuries),53.8
2020,65 to 74 years,Males,Intentional self-harm (suicide),16.6
2020,65 to 74 years,Females,Malignant neoplasms,487.0
2020,65 to 74 years,Females,Diabetes mellitus,28.6
2020,65 to 74 years,Females,Alzheimer's disease,9.1
2020,65 to 74 years,Females,Diseases of heart,148.0
2020,65 to 74 years,Females,Cerebrovascular diseases,42.0
2020,65 to 74 years,Females,Influenza and pneumonia,14.7
2020,65 to 74 years,Females,Chronic lower respiratory diseases,62.0
2020,65 to 74 years,Females,Chronic liver disease and cirrhosis,17.6
2020,65 to 74 years,Females,Accidents (unintentional injuries),27.5
2020,65 to 74 years,Females,Intentional self-harm (suicide),4.6
2020,75 to 84 years,Both sexes,Malignant neoplasms,1160.8
2020,75 to 84 years,Both sexes,Diabetes mellitus,107.6
2020,75 to 84 years,Both sexes,Alzheimer's disease,70.4
2020,75 to 84 years,Both sexes,Diseases of heart,653.1
2020,75 to 84 years,Both sexes,Cerebrovascular diseases,188.5
2020,75 to 84 years,Both sexes,Influenza and pneumonia,67.0
2020,75 to 84 years,Both sexes,Chronic lower respiratory diseases,193.0
2020,75 to 84 years,Both sexes,Chronic liver disease and cirrhosis,31.6
2020,75 to 84 years,Both sexes,Accidents (unintentional injuries),117.9
2020,75 to 84 years,Both sexes,Intentional self-harm (suicide),10.7
2020,75 to 84 years,Males,Malignant neoplasms,1393.2
2020,75 to 84 years,Males,Diabetes mellitus,133.7
2020,75 to 84 years,Males,Alzheimer's disease,63.3
2020,75 to 84 years,Males,Diseases of heart,845.1
2020,75 to 84 years,Males,Cerebrovascular diseases,205.7
2020,75 to 84 years,Males,Influenza and pneumonia,83.4
2020,75 to 84 years,Males,Chronic lower respiratory diseases,216.6
2020,75 to 84 years,Males,Chronic liver disease and cirrhosis,42.2
2020,75 to 84 years,Males,Accidents (unintentional injuries),142.1
2020,75 to 84 years,Males,Intentional self-harm (suicide),18.3
2020,75 to 84 years,Females,Malignant neoplasms,964.8
2020,75 to 84 years,Females,Diabetes mellitus,85.5
2020,75 to 84 years,Females,Alzheimer's disease,76.3
2020,75 to 84 years,Females,Diseases of heart,491.2
2020,75 to 84 years,Females,Cerebrovascular diseases,174.0
2020,75 to 84 years,Females,Influenza and pneumonia,53.3
2020,75 to 84 years,Females,Chronic lower respiratory diseases,173.0
2020,75 to 84 years,Females,Chronic liver disease and cirrhosis,22.6
2020,75 to 84 years,Females,Accidents (unintentional injuries),97.4
2020,75 to 84 years,Females,Intentional self-harm (suicide),4.3
2020,85 and over,Both sexes,Malignant neoplasms,2089.2
2020,85 and over,Both sexes,Diabetes mellitus,277.1
2020,85 and over,Both sexes,Alzheimer's disease,469.9
2020,85 and over,Both sexes,Diseases of heart,2860.3
2020,85 and over,Both sexes,Cerebrovascular diseases,784.3
2020,85 and over,Both sexes,Influenza and pneumonia,390.1
2020,85 and over,Both sexes,Chronic lower respiratory diseases,476.4
2020,85 and over,Both sexes,Chronic liver disease and cirrhosis,30.0
2020,85 and over,Both sexes,Accidents (unintentional injuries),610.0
2020,85 and over,Both sexes,Intentional self-harm (suicide),12.5
2020,85 and over,Males,Malignant neoplasms,2880.3
2020,85 and over,Males,Diabetes mellitus,336.4
2020,85 and over,Males,Alzheimer's disease,377.8
2020,85 and over,Males,Diseases of heart,3226.6
2020,85 and over,Males,Cerebrovascular diseases,750.3
2020,85 and over,Males,Influenza and pneumonia,452.8
2020,85 and over,Males,Chronic lower respiratory diseases,601.7
2020,85 and over,Males,Chronic liver disease and cirrhosis,41.6
2020,85 and over,Males,Accidents (unintentional injuries),651.2
2020,85 and over,Males,Intentional self-harm (suicide),27.5
2020,85 and over,Females,Malignant neoplasms,1638.5
2020,85 and over,Females,Diabetes mellitus,243.2
2020,85 and over,Females,Alzheimer's disease,522.4
2020,85 and over,Females,Diseases of heart,2651.6
2020,85 and over,Females,Cerebrovascular diseases,803.7
2020,85 and over,Females,Influenza and pneumonia,354.4
2020,85 and over,Females,Chronic lower respiratory diseases,405.0
2020,85 and over,Females,Chronic liver disease and cirrhosis,23.4
2020,85 and over,Females,Accidents (unintentional injuries),586.4
2020,85 and over,Females,Intentional self-harm (suicide),3.9
2021,All ages,Both sexes,Malignant neoplasms,217.3
2021,All ages,Both sexes,Diabetes mellitus,19.7
2021,All ages,Both sexes,Alzheimer's disease,14.5
2021,All ages,Both sexes,Diseases of heart,145.9
2021,All ages,Both sexes,Cerebrovascular diseases,35.4
2021,All ages,Both sexes,Influenza and pneumonia,10.8
2021,All ages,Both sexes,Chronic lower respiratory diseases,28.8
2021,All ages,Both sexes,Chronic liver disease and cirrhosis,12.2
2021,All ages,Both sexes,Accidents (unintentional injuries),53.6
2021,All ages,Both sexes,Intentional self-harm (suicide),10.3
2021,All ages,Males,Malignant neoplasms,231.4
2021,All ages,Males,Diabetes mellitus,21.7
2021,All ages,Males,Alzheimer's disease,9.6
2021,All ages,Males,Diseases of heart,161.4
2021,All ages,Males,Cerebrovascular diseases,31.9
2021,All ages,Males,Influenza and pneumonia,11.3
2021,All ages,Males,Chronic lower respiratory diseases,29.6
2021,All ages,Males,Chronic liver disease and cirrhosis,15.5
2021,All ages,Males,Accidents (unintentional injuries),66.0
2021,All ages,Males,Intentional self-harm (suicide),15.4
2021,All ages,Females,Malignant neoplasms,203.4
2021,All ages,Females,Diabetes mellitus,17.7
2021,All ages,Females,Alzheimer's disease,19.3
2021,All ages,Females,Diseases of heart,130.6
2021,All ages,Females,Cerebrovascular diseases,38.9
2021,All ages,Females,Influenza and pneumonia,10.3
2021,All ages,Females,Chronic lower respiratory diseases,28.1
2021,All ages,Females,Chronic liver disease and cirrhosis,9.0
2021,All ages,Females,Accidents (unintentional injuries),41.3
2021,All ages,Females,Intentional self-harm (suicide),5.1
2021,1 to 14 years,Both sexes,Malignant neoplasms,1.8
2021,1 to 14 years,Both sexes,Diabetes mellitus,0.1
2021,1 to 14 years,Both sexes,Alzheimer's disease,0.0
2021,1 to 14 years,Both sexes,Diseases of heart,0.2
2021,1 to 14 years,Both sexes,Cerebrovascular diseases,0.2
2021,1 to 14 years,Both sexes,Influenza and pneumonia,0.2
2021,1 to 14 years,Both sexes,Chronic lower respiratory diseases,0.1
2021,1 to 14 years,Both sexes,Chronic liver disease and cirrhosis,0.0
2021,1 to 14 years,Both sexes,Accidents (unintentional injuries),2.6
2021,1 to 14 years,Both sexes,Intentional self-harm (suicide),0.8
2021,1 to 14 years,Males,Malignant neoplasms,2.1
2021,1 to 14 years,Males,Diabetes mellitus,0.1
2021,1 to 14 years,Males,Alzheimer's disease,0.0
2021,1 to 14 years,Males,Diseases of heart,0.2
2021,1 to 14 years,Males,Cerebrovascular diseases,0.2
2021,1 to 14 years,Males,Influenza and pneumonia,0.2
2021,1 to 14 years,Males,Chronic lower respiratory diseases,0.1
2021,1 to 14 years,Males,Chronic liver disease and cirrhosis,0.1
2021,1 to 14 years,Males,Accidents (unintentional injuries),3.1
2021,1 to 14 years,Males,Intentional self-harm (suicide),0.5
2021,1 to 14 years,Females,Malignant neoplasms,1.5
2021,1 to 14 years,Females,Diabetes mellitus,0.1
2021,1 to 14 years,Females,Alzheimer's disease,0.0
2021,1 to 14 years,Females,Diseases of heart,0.3
2021,1 to 14 years,Females,Cerebrovascular diseases,0.2
2021,1 to 14 years,Females,Influenza and pneumonia,0.1
2021,1 to 14 years,Females,Chronic lower respiratory diseases,0.1
2021,1 to 14 years,Females,Chronic liver disease and cirrhosis,0.0
2021,1 to 14 years,Females,Accidents (unintentional injuries),2.2
2021,1 to 14 years,Females,Intentional self-harm (suicide),2.2
2021,15 to 24,Both sexes,Malignant neoplasms,2.7
2021,15 to 24,Both sexes,Diabetes mellitus,0.5
2021,15 to 24,Both sexes,Alzheimer's disease,0.0
2021,15 to 24,Both sexes,Diseases of heart,0.9
2021,15 to 24,Both sexes,Cerebrovascular diseases,0.4
2021,15 to 24,Both sexes,Influenza and pneumonia,0.3
2021,15 to 24,Both sexes,Chronic lower respiratory diseases,0.2
2021,15 to 24,Both sexes,Chronic liver disease and cirrhosis,0.2
2021,15 to 24,Both sexes,Accidents (unintentional injuries),20.9
2021,15 to 24,Both sexes,Intentional self-harm (suicide),11.2
2021,15 to 24,Males,Malignant neoplasms,3.2
2021,15 to 24,Males,Diabetes mellitus,0.6
2021,15 to 24,Males,Alzheimer's disease,0.0
2021,15 to 24,Males,Diseases of heart,1.1
2021,15 to 24,Males,Cerebrovascular diseases,0.4
